msoa,black_count,population
E02005758,78,9531
E02005759,24,9302
E02005760,12,6181
E02005761,10,5494
E02005762,73,6254
E02005763,71,6497
E02005764,37,10336
E02005765,15,7143
E02005766,16,6013
E02005767,23,7391
E02005768,83,8029
E02005769,10,6997
E02005770,47,9033
E02005771,67,7671
E02005772,4,5892
E02005773,110,8986
E02005774,55,9392
E02005775,126,9213
E02005776,126,9370
E02005777,40,8296
E02005778,12,6134
E02005779,63,7375
E02005780,38,11058
E02005781,15,6116
E02005782,19,7499
E02005783,14,8079
E02005784,57,5814
E02005785,319,14082
E02005786,6,5747
E02005787,22,8559
E02005788,8,6348
E02005789,10,10613
E02005790,6,7097
E02005791,9,6849
E02005794,11,9297
E02005795,10,6901
E02005796,5,6524
E02005797,7,6232
E02005798,9,8191
E02005799,49,9363
E02005800,38,7409
E02005801,8,5562
E02005802,32,7767
E02005803,59,9199
E02005804,76,7621
E02005805,5,7683
E02005806,18,8206
E02005807,4,6531
E02005808,11,11551
E02005809,18,7512
E02005810,30,9409
E02005811,10,9868
E02005812,41,11364
E02005813,54,13299
E02005814,20,7011
E02005815,10,8642
E02005816,12,8648
E02005817,12,7411
E02005818,21,8832
E02005819,31,6304
E02005820,32,5531
E02005821,61,6696
E02005822,138,10284
E02005823,84,7732
E02005824,58,9779
E02005825,70,7793
E02005826,100,6161
E02005827,143,9426
E02005828,58,7698
E02005829,14,6584
E02005830,22,5878
E02005831,292,10625
E02005832,180,9301
E02005833,61,7631
E02005834,233,8874
E02005835,89,11188
E02005836,21,9230
E02005837,89,7815
E02005838,20,8266
E02005839,31,6349
E02005840,65,9682
E02005842,30,8818
E02005843,62,7065
E02005844,72,8794
E02005846,56,6753
E02005847,62,6952
E02005848,20,6411
E02005849,33,9394
E02005850,24,6673
E02005851,82,6225
E02005852,47,8272
E02005853,85,9157
E02005856,122,7246
E02005857,90,6193
E02005858,276,8113
E02005859,152,9258
E02005860,267,9077
E02005861,124,5375
E02005862,161,7590
E02005863,89,7439
E02005864,104,8064
E02005865,90,8603
E02005866,45,9225
E02005868,152,7298
E02005869,186,5877
E02005870,198,6678
E02005871,166,7059
E02005872,58,6598
E02005873,212,10025
E02005874,213,8429
E02005875,214,8187
E02005876,154,8826
E02005877,274,7385
E02005878,285,9662
E02005879,159,7322
E02005880,40,6413
E02005881,39,6238
E02005882,77,7834
E02005883,68,8316
E02005884,35,6090
E02005885,105,8903
E02005886,92,11426
E02005887,203,10180
E02005888,119,8434
E02005889,108,10690
E02005890,60,6566
E02005891,96,6352
E02005892,136,13045
E02005893,34,11273
E02005894,122,11767
E02005895,16,8061
E02005896,28,7581
E02005897,33,9287
E02005898,75,11367
E02005899,91,11683
E02005900,28,7556
E02005901,92,9666
E02005902,40,8215
E02005903,53,10347
E02005904,76,9450
E02005905,115,6707
E02005906,69,7272
E02005907,49,10107
E02005908,55,9251
E02005909,78,8337
E02005910,154,8959
E02005911,113,8512
E02005912,180,9337
E02005913,138,8586
E02005914,68,8206
E02005915,26,5711
E02005916,58,7676
E02005917,12,5938
E02005918,18,5082
E02005919,60,7314
E02005920,19,8790
E02005921,62,6899
E02005922,198,8838
E02005923,142,6015
E02005924,338,12599
E02005925,262,8881
E02005926,127,9019
E02005927,104,5651
E02005928,133,11111
E02005929,37,7342
E02005930,84,9463
E02005931,284,11257
E02005932,77,6726
E02005933,140,7713
E02005934,152,8846
E02005935,163,8581
E02005936,230,13066
E02005937,89,6538
E02005938,112,5688
E02005939,109,6782
E02005940,128,6154
E02005941,165,7084
E02005942,95,6250
E02005943,342,7335
E02005944,698,8396
E02005945,384,11117
E02005946,369,8464
E02005947,466,18476
E02005948,141,6617
E02005949,467,7627
E02005950,245,11138
E02005951,141,5574
E02005953,156,6015
E02005954,529,10480
E02005955,724,11235
E02005956,772,6557
E02005957,811,6910
E02005958,18,5380
E02005959,76,5900
E02005960,67,7891
E02005961,47,6740
E02005962,44,10166
E02005963,102,8033
E02005964,21,7301
E02005965,6,5517
E02005966,141,8111
E02005967,237,9534
E02005968,152,8011
E02005969,58,9696
E02005970,80,5512
E02005971,55,6361
E02005972,182,12011
E02005973,31,5912
E02005974,41,6273
E02005975,60,8234
E02005976,25,6342
E02005977,19,6164
E02005978,126,7600
E02005979,175,10273
E02005980,416,11764
E02005981,70,8559
E02005982,119,5738
E02005983,224,10981
E02005984,151,9152
E02005985,133,7904
E02005986,126,9690
E02005987,147,10298
E02005988,170,9127
E02005991,121,10072
E02005992,155,13916
E02005993,42,7250
E02005994,21,6270
E02005995,33,6372
E02005996,55,8930
E02005997,24,5956
E02005998,49,7032
E02005999,21,6545
E02006000,77,11773
E02006001,59,7085
E02006002,84,10771
E02006003,34,5929
E02006004,51,7337
E02006005,103,10031
E02006006,42,5651
E02006007,29,7309
E02006008,61,10457
E02006009,55,7934
E02006010,15,11879
E02006011,14,5658
E02006012,12,6193
E02006013,25,7876
E02006014,12,9911
E02006015,29,10142
E02006016,13,8148
E02006017,16,8068
E02006018,45,12591
E02006019,16,6281
E02006020,96,7745
E02006021,21,8767
E02006022,5,6061
E02006023,31,10038
E02006024,35,9917
E02006025,67,9567
E02006026,48,7374
E02006027,5,5454
E02006028,24,9805
E02006029,10,8184
E02006030,32,9096
E02006031,29,7956
E02006032,20,8655
E02006033,61,8488
E02006034,105,10661
E02006035,12,5861
E02006036,25,6575
E02006037,42,9970
E02006038,22,8422
E02006039,10,8235
E02006040,25,7785
E02006041,16,5650
E02006042,7,5752
E02006043,15,6718
E02006044,11,6106
E02006045,20,10713
E02006046,9,8917
E02006047,15,8760
E02006048,23,7186
E02006049,11,7216
E02006050,28,8797
E02006051,21,8471
E02006052,24,7749
E02006053,38,11144
E02006054,17,8316
E02006055,25,9083
E02006056,13,7791
E02006057,29,7637
E02006058,55,8792
E02006059,16,6931
E02006060,53,8215
E02006061,25,9364
E02006062,16,11056
E02006063,6,6908
E02006064,25,7785
E02006065,26,8876
E02006066,8,8514
E02006067,22,7136
E02006068,31,7871
E02006069,68,10576
E02006070,81,8828
E02006071,26,9576
E02006072,7,9363
E02006073,35,7827
E02006074,47,11667
E02006075,37,5343
E02006076,19,9087
E02006077,8,6239
E02006078,6,6278
E02006079,43,8365
E02006080,54,6923
E02006081,6,5766
E02006082,21,7081
E02006083,13,5607
E02006084,19,7467
E02006085,91,7743
E02006086,50,7726
E02006087,54,6008
E02006088,58,7869
E02006089,76,7215
E02006090,38,7199
E02006091,13,9965
E02006092,16,6471
E02006093,24,8762
E02006094,18,5415
E02006095,21,8370
E02006096,37,7351
E02006097,80,6944
E02006098,16,7469
E02006099,14,7167
E02006100,84,8223
E02006101,9,5756
E02006102,45,6900
E02006103,5,7988
E02006104,37,10737
E02006105,118,11309
E02006106,85,9936
E02006107,38,8397
E02006108,103,8664
E02006109,69,7974
E02006110,94,10521
E02006111,41,10658
E02006112,28,8290
E02006113,15,7437
E02006114,7,6383
E02006115,11,7551
E02006116,18,7974
E02006117,7,5592
E02006118,34,7409
E02006119,33,8189
E02006120,37,9286
E02006121,12,5869
E02006122,44,8055
E02006123,31,6462
E02006124,27,7344
E02006125,40,7308
E02006126,44,8379
E02006127,29,7133
E02006128,41,8473
E02006129,57,8302
E02006130,46,8320
E02006131,22,7739
E02006132,23,7086
E02006133,24,6938
E02006134,32,10438
E02006135,39,7762
E02006136,102,9029
E02006137,153,9159
E02006138,206,8056
E02006139,166,8474
E02006140,48,8386
E02006141,329,12152
E02006142,36,5265
E02006143,117,9377
E02006144,59,8196
E02006145,17,5961
E02006146,38,8793
E02006147,43,8414
E02006148,17,7153
E02006149,61,10722
E02006150,34,11453
E02006151,23,9772
E02006152,80,10401
E02006153,74,9163
E02006154,33,9639
E02006155,14,5730
E02006156,45,7963
E02006157,139,7232
E02006158,14,8095
E02006159,19,5710
E02006160,49,8639
E02006161,38,6578
E02006162,22,8326
E02006163,54,7865
E02006164,82,7229
E02006165,64,7414
E02006166,22,6981
E02006167,212,10004
E02006168,266,8347
E02006169,225,7572
E02006170,25,5165
E02006171,71,9028
E02006172,83,9422
E02006173,36,6934
E02006174,43,10922
E02006175,47,6848
E02006176,41,7326
E02006177,32,9779
E02006178,14,7509
E02006179,371,9536
E02006180,86,6951
E02006181,49,5559
E02006182,46,7145
E02006185,37,7122
E02006186,91,12492
E02006187,29,7105
E02006188,22,5975
E02006189,45,7172
E02006190,45,11080
E02006191,26,8118
E02006192,44,9191
E02006193,89,7483
E02006194,122,8384
E02006195,30,8749
E02006196,207,7260
E02006197,233,9443
E02006198,81,8953
E02006199,86,8318
E02006200,135,7735
E02006201,86,12115
E02006202,33,9206
E02006203,153,7684
E02006204,15,7480
E02006205,21,7244
E02006206,14,7991
E02006207,4,6239
E02006208,28,7991
E02006209,22,10619
E02006210,3,5218
E02006211,19,6350
E02006212,22,7738
E02006213,12,6522
E02006214,5,6185
E02006215,9,7849
E02006216,12,8411
E02006217,50,10208
E02006218,66,8447
E02006219,50,8322
E02006220,22,7336
E02006221,38,5814
E02006222,39,6902
E02006223,46,6862
E02006224,87,7487
E02006225,35,7341
E02006226,66,9933
E02006227,20,6429
E02006228,8,6159
E02006229,14,6182
E02006230,127,11012
E02006231,123,8629
E02006232,5,6119
E02006233,60,11620
E02006234,46,9951
E02006235,10,8200
E02006236,25,10441
E02006237,66,7594
E02006238,125,9690
E02006239,532,8722
E02006240,366,10235
E02006241,169,8846
E02006242,259,10646
E02006243,113,9331
E02006245,225,8287
E02006246,106,7433
E02006247,285,9102
E02006248,174,8483
E02006249,198,8388
E02006250,568,10204
E02006251,451,10690
E02006252,289,9702
E02006253,145,7451
E02006254,492,9397
E02006255,255,8117
E02006256,578,9840
E02006257,152,6778
E02006258,399,9652
E02006259,258,7275
E02006260,309,8849
E02006261,22,7958
E02006262,24,8990
E02006263,32,7531
E02006264,37,8872
E02006265,26,7376
E02006266,34,9435
E02006267,34,8350
E02006268,42,6159
E02006269,31,7740
E02006270,70,12792
E02006271,154,9847
E02006272,41,7648
E02006273,12,6840
E02006274,63,6599
E02006275,54,6998
E02006276,44,8230
E02006277,76,7686
E02006278,170,8378
E02006279,51,8746
E02006280,33,9730
E02006281,92,8323
E02006282,8,6522
E02006283,281,8253
E02006284,67,7733
E02006285,73,7547
E02006286,143,11153
E02006287,24,6260
E02006288,28,10056
E02006289,34,9699
E02006290,26,8105
E02006291,31,7670
E02006292,28,6788
E02006293,220,11158
E02006294,29,7877
E02006295,98,9324
E02006296,130,13090
E02006297,96,8044
E02006298,32,9143
E02006299,23,8231
E02006300,88,7937
E02006301,45,6309
E02006302,6,6636
E02006303,35,7978
E02006304,12,8147
E02006305,56,9734
E02006306,51,7289
E02006307,27,7322
E02006308,51,7629
E02006309,21,6742
E02006310,34,8078
E02006311,8,8211
E02006312,15,8484
E02006313,36,9931
E02006314,19,7260
E02006315,31,5845
E02006316,23,7075
E02006317,74,6352
E02006318,63,6968
E02006319,92,7215
E02006320,173,7250
E02006321,59,6609
E02006322,92,6488
E02006323,105,7535
E02006324,139,7915
E02006325,44,9173
E02006326,137,7534
E02006327,101,6697
E02006328,135,9598
E02006329,67,7097
E02006330,87,9929
E02006331,14,7268
E02006332,95,6649
E02006333,164,9947
E02006334,92,8549
E02006335,109,7913
E02006336,210,7167
E02006337,73,8874
E02006338,98,6788
E02006339,299,10909
E02006341,275,10248
E02006342,263,8197
E02006343,90,9056
E02006344,76,8521
E02006345,215,7678
E02006346,64,9924
E02006347,78,7127
E02006348,128,8464
E02006349,146,8001
E02006350,96,6376
E02006351,98,8370
E02006352,93,6145
E02006353,59,6116
E02006354,87,9617
E02006355,403,9750
E02006356,220,11455
E02006357,84,7210
E02006358,214,8974
E02006359,39,6131
E02006360,37,8126
E02006361,11,5659
E02006362,70,6902
E02006363,38,6055
E02006364,153,7704
E02006365,91,6261
E02006366,35,8023
E02006367,53,5970
E02006368,20,5676
E02006369,12,6257
E02006370,50,6340
E02006371,56,7322
E02006372,58,6416
E02006373,23,7512
E02006374,45,6950
E02006375,104,6770
E02006376,270,9228
E02006377,67,6166
E02006378,323,8851
E02006379,188,6971
E02006380,89,7097
E02006381,168,7255
E02006382,287,6864
E02006383,283,10115
E02006384,490,10919
E02006385,571,11320
E02006386,148,8378
E02006387,103,6788
E02006388,357,9328
E02006389,176,7375
E02006390,294,10506
E02006391,188,7747
E02006392,311,9168
E02006393,149,6946
E02006394,300,11826
E02006395,134,9753
E02006396,94,5961
E02006397,86,6338
E02006398,151,8658
E02006399,239,12269
E02006400,146,5685
E02006401,204,10709
E02006402,90,9938
E02006403,259,6739
E02006404,353,7756
E02006405,328,11428
E02006406,247,8952
E02006407,226,9306
E02006408,267,8851
E02006409,109,6779
E02006410,369,8514
E02006411,87,7192
E02006412,129,7744
E02006413,104,6468
E02006414,42,6239
E02006415,32,6986
E02006416,32,8385
E02006417,79,6088
E02006418,42,6534
E02006419,142,8251
E02006420,163,7743
E02006421,201,10339
E02006422,103,6205
E02006423,239,11208
E02006424,98,6499
E02006425,112,6441
E02006426,82,5547
E02006427,138,7226
E02006429,396,8213
E02006430,372,9519
E02006431,498,11571
E02006432,103,5671
E02006433,81,9491
E02006434,48,6628
E02006435,62,6118
E02006436,76,6216
E02006437,56,8388
E02006438,83,8350
E02006439,19,6236
E02006440,81,7194
E02006441,88,8429
E02006442,19,6418
E02006443,46,7503
E02006444,34,7177
E02006445,125,8430
E02006446,62,6977
E02006447,53,6750
E02006448,33,7385
E02006449,21,6953
E02006450,36,7161
E02006451,82,11787
E02006453,33,8387
E02006454,42,6759
E02006455,67,6144
E02006456,78,8023
E02006457,75,9333
E02006458,120,9222
E02006459,243,10660
E02006460,174,9322
E02006461,94,6788
E02006462,167,8342
E02006463,334,10658
E02006464,111,6812
E02006465,76,6212
E02006466,329,11305
E02006467,86,7262
E02006468,42,10958
E02006469,59,8777
E02006470,58,11737
E02006471,44,6968
E02006472,70,9824
E02006473,54,10380
E02006474,35,6393
E02006475,163,9587
E02006476,360,9601
E02006477,158,8735
E02006478,90,8402
E02006479,215,9148
E02006480,119,7490
E02006481,133,7319
E02006482,205,7255
E02006483,123,7959
E02006484,79,7645
E02006485,51,6588
E02006486,55,7083
E02006487,84,6949
E02006488,35,6079
E02006489,243,8050
E02006490,125,7743
E02006493,427,10694
E02006494,365,7274
E02006495,67,7772
E02006496,402,7139
E02006497,325,8087
E02006498,294,13863
E02006499,120,6434
E02006500,127,6104
E02006501,225,10211
E02006502,203,11052
E02006503,200,10171
E02006504,15,5876
E02006505,21,6962
E02006506,19,6035
E02006507,51,11031
E02006508,40,11154
E02006509,19,5869
E02006510,13,6852
E02006511,48,10657
E02006512,74,12299
E02006513,52,8337
E02006514,42,8862
E02006515,10,11180
E02006516,47,9593
E02006517,20,9821
E02006518,11,10194
E02006519,49,7992
E02006520,33,8441
E02006521,26,7304
E02006522,24,5806
E02006523,285,12902
E02006524,108,5525
E02006525,119,13034
E02006526,85,8652
E02006527,133,9357
E02006528,179,11244
E02006529,111,12694
E02006530,135,13234
E02006531,167,10335
E02006532,75,11642
E02006533,85,10284
E02006534,83,9095
E02006535,29,7359
E02006536,47,7499
E02006537,127,10534
E02006538,65,9259
E02006539,57,7295
E02006540,33,5724
E02006541,89,7774
E02006542,22,5737
E02006543,6,5596
E02006544,36,11613
E02006545,92,12165
E02006546,61,10969
E02006547,94,6909
E02006548,44,9753
E02006549,22,6247
E02006550,46,9613
E02006551,48,7956
E02006552,60,7383
E02006553,56,9663
E02006554,17,6615
E02006555,39,7696
E02006556,36,10595
E02006557,35,7769
E02006558,91,10727
E02006559,20,8180
E02006560,32,9704
E02006561,17,6705
E02006562,19,6162
E02006563,30,5754
E02006564,28,7989
E02006565,23,8162
E02006566,29,8232
E02006567,16,7685
E02006568,158,12301
E02006569,225,9630
E02006570,87,8908
E02006571,34,8517
E02006572,61,11485
E02006573,28,11624
E02006574,28,10923
E02006575,429,8945
E02006576,334,10710
E02006577,382,9093
E02006578,685,12584
E02006579,296,8355
E02006580,291,8397
E02006581,545,10355
E02006582,180,7848
E02006583,305,9484
E02006584,425,7838
E02006585,270,8316
E02006586,602,8037
E02006587,588,8530
E02006588,227,10412
E02006589,51,11340
E02006590,75,8781
E02006591,101,8271
E02006592,23,6677
E02006593,133,11285
E02006594,98,10943
E02006595,313,8956
E02006596,45,9361
E02006597,79,12395
E02006598,10,5456
E02006599,12,6890
E02006600,47,9868
E02006601,53,8956
E02006602,21,8718
E02006603,22,8468
E02006604,206,13282
E02006605,61,6363
E02006606,54,8350
E02006607,57,7957
E02006608,34,6334
E02006609,26,6892
E02006610,71,7868
E02006611,58,11479
E02006612,160,11830
E02006613,88,7752
E02006614,179,12855
E02006615,61,7061
E02006616,102,9842
E02006617,72,9134
E02006618,30,6460
E02006619,35,9079
E02006620,41,10035
E02006621,38,7694
E02006622,78,7888
E02006623,69,8094
E02006624,35,7331
E02006625,81,8047
E02006626,172,10187
E02006627,116,9607
E02006628,127,8940
E02006629,102,7809
E02006630,142,8906
E02006631,221,10187
E02006632,77,8242
E02006633,30,8408
E02006634,29,8571
E02006635,49,9125
E02006636,25,7093
E02006637,57,11024
E02006638,32,6368
E02006639,67,8420
E02006640,43,7319
E02006641,27,8245
E02006642,30,5671
E02006644,12,6818
E02006645,72,7879
E02006646,252,8235
E02006647,6,6105
E02006648,91,6284
E02006649,144,7670
E02006650,382,14000
E02006651,38,7281
E02006652,103,9712
E02006653,75,9846
E02006654,108,9587
E02006655,29,8176
E02006656,61,6704
E02006657,84,11119
E02006658,42,7952
E02006659,57,8362
E02006660,56,13532
E02006661,597,9965
E02006662,121,7301
E02006663,259,13000
E02006664,26,6390
E02006665,10,6750
E02006666,98,6867
E02006667,116,7619
E02006668,25,5893
E02006669,74,10391
E02006670,82,6905
E02006671,46,6152
E02006672,154,9496
E02006673,48,5038
E02006674,75,6046
E02006675,30,8046
E02006676,16,6162
E02006677,27,7941
E02006678,58,7816
E02006679,69,12447
E02006680,52,7603
E02006681,8,5944
E02006682,50,10405
E02006683,45,8045
E02006684,117,6862
E02006685,92,10155
E02006686,43,5429
E02006687,112,8118
E02006688,58,5553
E02006689,29,7017
E02006690,21,6997
E02006692,89,5588
E02006693,37,6471
E02006694,37,6116
E02006695,15,6436
E02006696,41,7317
E02006697,31,7418
E02006698,68,6421
E02006699,50,5920
E02006700,62,6355
E02006701,91,7350
E02006702,45,5957
E02006703,79,8038
E02006704,37,6936
E02006705,42,7378
E02006706,68,6946
E02006707,33,6819
E02006708,59,8024
E02006709,64,8308
E02006710,21,8420
E02006711,15,8527
E02006712,14,7666
E02006713,24,6302
E02006714,14,5857
E02006715,32,8696
E02006716,28,6455
E02006717,8,6928
E02006718,42,5990
E02006719,52,7406
E02006720,16,7252
E02006721,70,6639
E02006722,65,5449
E02006723,127,9341
E02006724,215,7015
E02006725,42,5525
E02006726,91,6368
E02006727,76,5938
E02006728,44,7747
E02006729,78,7636
E02006730,88,6783
E02006731,77,5568
E02006732,45,6971
E02006733,36,6055
E02006734,45,8222
E02006735,76,5529
E02006736,40,6501
E02006737,88,8302
E02006738,118,9217
E02006739,78,5731
E02006740,157,7339
E02006741,69,6282
E02006742,139,8980
E02006743,97,6940
E02006744,150,7461
E02006745,55,8735
E02006746,64,8987
E02006747,35,5650
E02006748,60,8794
E02006749,30,5409
E02006750,29,5429
E02006751,34,5868
E02006752,35,8335
E02006753,15,7385
E02006754,11,5808
E02006755,6,5865
E02006756,13,6705
E02006757,6,7197
E02006758,69,6469
E02006759,16,8400
E02006760,7,9015
E02006761,32,6270
E02006762,22,7121
E02006763,18,8496
E02006764,17,5789
E02006765,14,6313
E02006766,24,7814
E02006767,28,9584
E02006768,24,7000
E02006769,29,7076
E02006770,63,8386
E02006771,9,6757
E02006772,25,6680
E02006773,49,8226
E02006774,38,7557
E02006775,17,6099
E02006776,56,6393
E02006777,14,7205
E02006778,8,7177
E02006779,23,7577
E02006780,14,5902
E02006781,4,2055
E02006782,1201,8123
E02006783,2179,7773
E02006784,2166,7966
E02006785,524,6623
E02006786,1898,7558
E02006787,508,7894
E02006788,2394,7611
E02006789,86,6778
E02006790,156,7719
E02006791,552,7563
E02006792,294,8999
E02006793,2964,9646
E02006794,3119,8286
E02006795,410,8272
E02006796,542,9697
E02006798,3000,8888
E02006799,1975,12040
E02006800,1314,14680
E02006801,1243,8566
E02006802,1869,9276
E02006803,38,9268
E02006804,38,8308
E02006805,709,9082
E02006806,208,8558
E02006807,167,8211
E02006808,98,6730
E02006809,988,10156
E02006810,750,10681
E02006811,89,11411
E02006812,19,7600
E02006813,85,8219
E02006814,21,8033
E02006815,523,11800
E02006816,152,8849
E02006817,901,9229
E02006818,170,8403
E02006819,976,8821
E02006820,276,10818
E02006821,64,6661
E02006822,34,9312
E02006823,53,8934
E02006824,101,9532
E02006825,69,6200
E02006826,143,9751
E02006827,35,8007
E02006828,52,7105
E02006829,34,7393
E02006830,38,6667
E02006831,24,6184
E02006832,74,6069
E02006833,89,12403
E02006834,821,7631
E02006835,275,6095
E02006836,243,8718
E02006837,158,11787
E02006838,29,6945
E02006839,42,8521
E02006840,33,11283
E02006841,303,7685
E02006842,119,5132
E02006843,709,10600
E02006844,809,7848
E02006845,66,9637
E02006846,90,9708
E02006847,282,9907
E02006848,450,8568
E02006849,359,10334
E02006850,1642,10115
E02006851,1480,10056
E02006852,261,11848
E02006853,799,11014
E02006854,352,7071
E02006855,217,6415
E02006856,381,11142
E02006857,84,8993
E02006858,88,6833
E02006859,1558,7690
E02006861,486,13634
E02006862,205,6651
E02006863,1046,12015
E02006864,88,8846
E02006865,67,8355
E02006866,54,8698
E02006867,39,8145
E02006868,1329,12080
E02006869,150,11125
E02006871,29,12193
E02006872,13,12893
E02006873,274,9886
E02006874,182,10231
E02006875,341,9530
E02006876,662,7879
E02006877,469,10901
E02006878,976,12980
E02006879,132,6544
E02006880,117,6648
E02006881,42,10742
E02006882,824,14395
E02006883,97,5716
E02006884,32,12373
E02006885,112,7460
E02006886,179,13853
E02006887,1730,10112
E02006888,2043,7279
E02006889,3540,8229
E02006890,1252,9161
E02006891,6,8108
E02006892,9,6208
E02006893,60,10847
E02006894,1940,14364
E02006895,2226,9358
E02006896,1108,6126
E02006897,2402,8453
E02006898,1837,7904
E02006899,635,6144
E02006900,2530,15719
E02006902,543,7883
E02006903,88,11092
E02006904,837,9213
E02006905,1334,7907
E02006906,241,12249
E02006907,194,7110
E02006908,82,5561
E02006909,30,12688
E02006910,39,10615
E02006912,278,10129
E02006913,730,7798
E02006914,451,7858
E02006915,1704,9362
E02006916,1004,6982
E02006917,142,6430
E02006918,2170,8399
E02006919,40,10441
E02006920,17,8075
E02006921,1784,7924
E02006922,459,14115
E02006924,803,13598
E02006925,624,14423
E02006926,1369,8011
E02006927,1901,12366
E02006928,2052,12090
E02006930,1293,9850
E02006931,1469,9461
E02006932,488,14133
E02006933,158,7236
E02006934,142,6670
E02006935,47,7476
E02006936,50,7796
E02006937,1164,9369
E02006938,958,6381
E02006939,681,7074
E02006940,663,8242
E02006941,190,5314
E02006942,1144,6744
E02006943,2342,7594
E02006944,1609,8070
E02006945,51,8697
E02006946,22,5223
E02006947,516,9853
E02006948,530,6447
E02006949,919,6689
E02006950,1739,7548
E02006951,283,8533
E02006952,525,8021
E02006953,1135,9169
E02006954,1101,10111
E02006955,957,7509
E02006956,1690,8829
E02006957,1064,8279
E02006958,1126,8075
E02006959,640,8027
E02006960,852,9326
E02006961,955,6664
E02006962,457,5124
E02006963,483,6007
E02006964,485,6787
E02006965,446,8473
E02006966,228,7442
E02006967,182,7764
E02006968,403,8352
E02006969,345,6423
E02006970,551,7342
E02006971,734,8294
E02006972,628,5416
E02006973,1089,8493
E02006974,185,10980
E02006975,1117,10274
E02006976,324,5305
E02006978,387,7258
E02006979,407,6426
E02006980,35,7508
E02006981,37,7918
E02006982,146,12176
E02006983,920,7040
E02006984,562,5654
E02006985,801,9281
E02006986,592,6354
E02006987,1433,7374
E02006988,1491,7161
E02006989,138,5351
E02006990,132,6745
E02006991,966,6317
E02006992,1271,8227
E02006993,1573,8398
E02006994,2365,7641
E02006995,1309,8639
E02006996,1408,8423
E02006997,1213,6887
E02006998,2165,7088
E02006999,2030,11248
E02007000,524,7693
E02007001,165,8487
E02007002,81,11525
E02007003,24,10767
E02007004,1558,6692
E02007005,1777,8417
E02007006,40,5754
E02007007,53,6783
E02007008,1251,5764
E02007009,2532,9141
E02007010,485,8534
E02007011,389,7597
E02007012,948,8280
E02007013,1542,10111
E02007014,748,7120
E02007015,972,9653
E02007016,792,9211
E02007017,1285,8818
E02007018,1196,7273
E02007019,640,7163
E02007020,892,9841
E02007021,535,8440
E02007022,73,12142
E02007023,61,7842
E02007024,19,6955
E02007025,378,8617
E02007026,626,8865
E02007027,35,10872
E02007028,39,6112
E02007029,13,11053
E02007030,25,7406
E02007031,41,8636
E02007032,7,6811
E02007033,9,6192
E02007034,29,8213
E02007035,34,7821
E02007038,2039,13690
E02007039,404,8307
E02007040,379,7605
E02007041,18,10160
E02007042,26,7038
E02007043,13,6299
E02007044,39,7796
E02007045,9,6704
E02007046,177,7029
E02007047,432,8844
E02007048,89,7526
E02007049,265,8032
E02007050,224,8356
E02007051,227,8555
E02007052,236,6463
E02007053,163,6079
E02007054,256,8741
E02007055,77,7538
E02007056,413,8664
E02007057,380,7527
E02007058,144,11485
E02007059,100,10532
E02007060,455,6106
E02007061,249,8369
E02007062,65,7668
E02007063,119,9135
E02007064,173,7923
E02007065,324,7863
E02007066,390,9163
E02007067,198,6938
E02007068,536,7019
E02007069,480,8080
E02007070,32,6409
E02007071,223,10438
E02007072,594,7653
E02007073,496,7693
E02007074,782,8740
E02007075,228,5303
E02007076,352,7669
E02007077,202,7476
E02007078,55,5074
E02007079,56,8370
E02007080,126,8553
E02007081,23,10144
E02007082,942,16921
E02007083,789,7711
E02007084,2535,9893
E02007085,150,11882
E02007086,353,11133
E02007087,185,6224
E02007088,56,7686
E02007089,397,7404
E02007090,147,6267
E02007091,288,6438
E02007092,270,5488
E02007093,35,8117
E02007094,40,6890
E02007095,137,9936
E02007096,73,5928
E02007097,179,8667
E02007098,293,6509
E02007099,318,10249
E02007100,401,8418
E02007101,589,9606
E02007102,731,7530
E02007103,844,6459
E02007104,687,5533
E02007105,14,12429
E02007106,27,14548
E02007107,12,8758
E02007108,659,5940
E02007109,1348,7611
E02007110,1311,7330
E02007111,814,5949
E02007112,417,5892
E02007113,607,7460
E02007114,503,7561
E02007115,1111,11584
E02007116,362,8182
