msoa,black_count,population
E02002863,370,8946
E02002864,45,8278
E02002865,61,7869
E02002866,31,7479
E02002867,46,8472
E02002868,565,6016
E02002869,685,7523
E02002871,603,7973
E02002872,973,8696
E02002873,1315,9432
E02002874,808,8061
E02002875,1009,8437
E02002876,710,7932
E02002877,525,7715
E02002878,1575,9284
E02002879,1005,10011
E02002880,1171,8747
E02002881,593,6864
E02002882,725,8746
E02002883,1018,7700
E02002884,574,7429
E02002885,1013,8648
E02002886,795,10277
E02002887,372,6690
E02002888,1745,7849
E02002889,1015,11303
E02002890,2090,11557
E02002891,495,8457
E02002892,531,6184
E02002893,2321,13951
E02002895,598,9675
E02002896,1220,10079
E02002897,195,7939
E02002898,886,10995
E02002901,194,6129
E02002902,495,9383
E02002903,220,5894
E02002904,246,6377
E02002905,5,6262
E02002906,11,5669
E02002907,12,6285
E02002908,10,8836
E02002909,16,10681
E02002910,11,7850
E02002911,25,9585
E02002912,14,7577
E02002913,7,5800
E02002914,25,8935
E02002915,74,7929
E02002916,88,9767
E02002917,34,6855
E02002918,17,5800
E02002919,66,9079
E02002920,11,6557
E02002921,32,7861
E02002922,17,6600
E02002923,21,9439
E02002924,6,6056
E02002925,30,10859
E02002926,24,10988
E02002927,11,11762
E02002928,17,6064
E02002929,29,6665
E02002930,75,6994
E02002931,52,6564
E02002932,414,8960
E02002933,101,8000
E02002934,162,6174
E02002935,138,6776
E02002936,571,11157
E02002937,95,10749
E02002938,312,7321
E02002939,210,7569
E02002940,88,5859
E02002941,168,10465
E02002942,166,8048
E02002944,368,8337
E02002945,643,9442
E02002946,90,7581
E02002947,593,7133
E02002948,332,7597
E02002949,24,5327
E02002950,256,5855
E02002951,72,7843
E02002952,149,7558
E02002953,188,7348
E02002954,140,8314
E02002955,287,7451
E02002956,196,9230
E02002957,79,9571
E02002958,139,8460
E02002959,356,9042
E02002960,147,5723
E02002961,417,7289
E02002962,266,7881
E02002963,279,7093
E02002964,144,8649
E02002965,447,8341
E02002966,549,10328
E02002967,486,10451
E02002968,436,9493
E02002969,460,9446
E02002970,242,7952
E02002973,210,8112
E02002974,40,6150
E02002975,22,7147
E02002976,96,5970
E02002977,95,5567
E02002978,216,6779
E02002979,94,6112
E02002980,80,6008
E02002981,149,8596
E02002982,164,8703
E02002983,28,5313
E02002984,19,5471
E02002985,57,6788
E02002986,48,7039
E02002987,21,5770
E02002988,68,5576
E02002989,73,5549
E02002990,102,5863
E02002991,167,10997
E02002992,95,5731
E02002993,108,6030
E02002994,89,10557
E02002995,150,5786
E02002996,149,11770
E02002997,110,8329
E02002998,87,5976
E02002999,54,5634
E02003000,28,9572
E02003001,53,5542
E02003002,56,6326
E02003003,110,5918
E02003004,17,7381
E02003005,12,6772
E02003006,83,10008
E02003007,17,9595
E02003008,38,6151
E02003009,14,6214
E02003010,28,6544
E02003011,10,5981
E02003012,671,12099
E02003013,913,12671
E02003014,352,8506
E02003015,367,6863
E02003016,876,8043
E02003017,114,6311
E02003018,190,6220
E02003019,148,10247
E02003020,57,6480
E02003021,209,7494
E02003022,64,6242
E02003023,367,6677
E02003024,806,10015
E02003025,973,7719
E02003026,107,10256
E02003027,336,13214
E02003028,116,8770
E02003029,613,6687
E02003030,740,7932
E02003031,207,10475
E02003032,830,8446
E02003033,119,8789
E02003036,462,8681
E02003037,132,9137
E02003038,384,6941
E02003039,706,8795
E02003040,558,9854
E02003041,75,6210
E02003044,205,6134
E02003045,231,6925
E02003046,373,9992
E02003047,217,11124
E02003048,181,6827
E02003049,195,7924
E02003050,333,10183
E02003051,360,7580
E02003052,76,7227
E02003053,175,8632
E02003054,148,6908
E02003055,418,9131
E02003056,349,7692
E02003057,91,6221
E02003058,224,9862
E02003059,108,6733
E02003060,182,11085
E02003061,164,6266
E02003062,103,5965
E02003063,44,7283
E02003064,179,7409
E02003065,48,9785
E02003066,15,6139
E02003067,23,8186
E02003068,29,6383
E02003069,28,5675
E02003070,57,13360
E02003071,37,8030
E02003072,39,9250
E02003073,24,6291
E02003074,18,7694
E02003075,23,6199
E02003076,33,9845
E02003077,26,6333
E02003078,17,7362
E02003079,42,9287
E02003080,56,8661
E02003081,22,9387
E02003082,76,9037
E02003084,158,10672
E02003085,71,7866
E02003086,44,6129
E02003087,34,10808
E02003088,28,9048
E02003089,41,5962
E02003090,67,9441
E02003091,20,6721
E02003092,54,8759
E02003093,15,6677
E02003094,132,8895
E02003095,84,8613
E02003096,37,6299
E02003097,16,6504
E02003098,238,10028
E02003099,38,7630
E02003101,256,10662
E02003102,47,7163
E02003103,30,7184
E02003104,112,7530
E02003105,39,6406
E02003107,363,11293
E02003108,267,12708
E02003109,49,6221
E02003110,277,12400
E02003111,138,6679
E02003112,68,6543
E02003113,43,10479
E02003114,146,7244
E02003115,277,9710
E02003116,161,7768
E02003117,197,9414
E02003118,91,9901
E02003119,80,10345
E02003120,71,9200
E02003121,44,10121
E02003122,70,7304
E02003123,50,8724
E02003124,140,8310
E02003125,17,6029
E02003126,57,8415
E02003127,43,7531
E02003128,63,9180
E02003129,89,6410
E02003130,32,10528
E02003131,27,7290
E02003132,36,8871
E02003133,35,7129
E02003134,59,6936
E02003135,84,7075
E02003136,5,7730
E02003137,48,7864
E02003138,61,7540
E02003139,23,6694
E02003140,20,7813
E02003141,69,7961
E02003142,61,9204
E02003143,21,7322
E02003144,195,8500
E02003145,81,6674
E02003146,185,8600
E02003147,153,9184
E02003148,450,11317
E02003149,219,9334
E02003151,15,8365
E02003152,29,11333
E02003153,74,7439
E02003154,22,7278
E02003155,12,5877
E02003156,47,10629
E02003157,49,6844
E02003158,26,5758
E02003159,18,6030
E02003161,39,7756
E02003163,30,8120
E02003164,32,9028
E02003165,17,7322
E02003166,25,12958
E02003167,37,9851
E02003168,16,7152
E02003169,6,6602
E02003170,31,9479
E02003171,9,7362
E02003172,57,6499
E02003173,52,6840
E02003174,68,8329
E02003175,82,9432
E02003176,65,7495
E02003177,76,8452
E02003178,103,8759
E02003179,109,6450
E02003180,215,10120
E02003181,76,8836
E02003182,105,6576
E02003183,110,7348
E02003184,160,8099
E02003185,59,7599
E02003186,260,9434
E02003187,142,9512
E02003188,387,13201
E02003189,83,8503
E02003190,202,10373
E02003191,33,8372
E02003192,452,13187
E02003194,39,6332
E02003195,46,5924
E02003196,21,10290
E02003197,34,6838
E02003198,35,7550
E02003199,53,9471
E02003200,81,10402
E02003201,92,11162
E02003202,72,6115
E02003203,46,7604
E02003204,40,9289
E02003205,12,8459
E02003206,64,10043
E02003207,61,7432
E02003208,205,11432
E02003209,29,6782
E02003210,34,9805
E02003211,39,8541
E02003212,54,8366
E02003214,107,6859
E02003215,87,6695
E02003216,151,9927
E02003217,248,7385
E02003218,162,6566
E02003219,310,13043
E02003220,159,10271
E02003221,171,7295
E02003222,108,6014
E02003223,405,10893
E02003224,130,8530
E02003225,147,6435
E02003226,353,10666
E02003227,371,7013
E02003228,224,7785
E02003229,98,5665
E02003230,305,8727
E02003231,319,8549
E02003232,201,8574
E02003233,295,8737
E02003234,197,8462
E02003235,208,9363
E02003236,222,12795
E02003237,58,6155
E02003238,138,5739
E02003239,121,8331
E02003240,85,6872
E02003241,101,7181
E02003242,184,8447
E02003243,640,12172
E02003244,406,10036
E02003245,493,8243
E02003246,403,10035
E02003247,495,8850
E02003248,265,11572
E02003249,597,12822
E02003250,556,12052
E02003251,190,7923
E02003252,619,12524
E02003253,488,10269
E02003254,161,9237
E02003255,600,13732
E02003257,720,9616
E02003258,736,8607
E02003259,950,6796
E02003260,1727,8951
E02003261,493,6447
E02003262,1937,11189
E02003263,1208,12975
E02003264,605,9851
E02003265,465,8235
E02003266,1517,10114
E02003267,619,14641
E02003268,1319,12948
E02003269,1043,10774
E02003270,821,8808
E02003271,754,10214
E02003272,540,11354
E02003273,1387,12031
E02003274,730,11539
E02003276,774,9148
E02003277,1241,11615
E02003278,1747,13275
E02003279,117,9451
E02003280,243,10581
E02003281,89,9443
E02003282,342,10684
E02003283,160,10999
E02003284,319,11207
E02003285,522,11284
E02003286,49,9370
E02003287,278,10149
E02003288,820,13005
E02003289,58,9892
E02003290,230,9926
E02003291,263,11674
E02003292,665,12092
E02003293,627,11690
E02003294,119,9116
E02003295,256,10121
E02003296,124,7084
E02003297,218,7314
E02003298,224,7096
E02003299,193,6418
E02003300,402,8947
E02003301,1518,12030
E02003302,1547,10409
E02003303,1038,9518
E02003304,637,9646
E02003305,583,7082
E02003307,1097,10622
E02003308,791,7713
E02003309,646,7765
E02003311,1089,9298
E02003312,1584,9425
E02003313,2921,14821
E02003314,183,6776
E02003315,79,5721
E02003316,453,12137
E02003317,392,7079
E02003318,233,5965
E02003319,446,8242
E02003320,736,9400
E02003321,337,6497
E02003322,1219,8040
E02003323,569,7388
E02003324,854,10074
E02003325,723,7363
E02003326,705,7770
E02003327,311,7460
E02003328,1054,9924
E02003329,573,6878
E02003330,372,6781
E02003331,242,8858
E02003332,350,6284
E02003333,757,6803
E02003334,444,6219
E02003335,942,7431
E02003336,101,6352
E02003337,313,7420
E02003338,258,7300
E02003339,308,6441
E02003340,595,8092
E02003341,119,6603
E02003342,106,6420
E02003343,97,5972
E02003344,382,6798
E02003345,110,6255
E02003346,319,7090
E02003347,314,6095
E02003348,99,8093
E02003349,126,7391
E02003350,268,6463
E02003351,237,7917
E02003352,52,5778
E02003353,265,12092
E02003354,159,10266
E02003355,196,6957
E02003356,90,7162
E02003357,327,10198
E02003358,485,11871
E02003359,91,6327
E02003360,475,11624
E02003361,192,7438
E02003362,200,6718
E02003363,84,7097
E02003364,130,7014
E02003365,104,6937
E02003366,144,7140
E02003367,41,6531
E02003368,16,5694
E02003369,46,6398
E02003370,147,6733
E02003371,85,5945
E02003372,226,7846
E02003373,81,8657
E02003374,303,5864
E02003375,71,6193
E02003376,26,5862
E02003377,101,10410
E02003378,80,8007
E02003379,99,6980
E02003380,61,8151
E02003381,67,6114
E02003382,97,7540
E02003383,54,6919
E02003384,15,6474
E02003385,176,11179
E02003386,96,8303
E02003387,70,9590
E02003388,65,6040
E02003389,189,8000
E02003390,82,7748
E02003391,199,8592
E02003392,468,8699
E02003393,238,8162
E02003394,809,8659
E02003395,1151,11270
E02003396,865,9840
E02003397,530,8225
E02003398,1020,11528
E02003400,464,8974
E02003401,924,9170
E02003402,732,10706
E02003403,773,9385
E02003404,843,8634
E02003405,1192,13070
E02003406,708,8242
E02003407,1193,10910
E02003408,833,11289
E02003409,903,10441
E02003410,655,12245
E02003411,803,12504
E02003412,607,10408
E02003414,1161,13754
E02003415,1305,13509
E02003416,678,9810
E02003417,932,12807
E02003418,654,10320
E02003419,839,8987
E02003420,413,6419
E02003421,73,5672
E02003422,66,11844
E02003423,91,6588
E02003424,161,9309
E02003425,262,13063
E02003426,107,9807
E02003427,210,8185
E02003428,122,9159
E02003429,132,7742
E02003430,127,7520
E02003431,91,7007
E02003432,94,7095
E02003433,152,6471
E02003434,227,9186
E02003435,106,7142
E02003436,90,9037
E02003437,131,7425
E02003438,124,11230
E02003439,32,5528
E02003440,109,9272
E02003441,111,7672
E02003442,150,8492
E02003443,253,6989
E02003444,311,9373
E02003445,193,8772
E02003446,326,9805
E02003447,360,10720
E02003448,128,8119
E02003449,246,7486
E02003450,595,13194
E02003451,253,9718
E02003452,211,9495
E02003453,95,6979
E02003454,147,8753
E02003455,342,10647
E02003456,244,8270
E02003457,129,9802
E02003458,69,8422
E02003459,100,9007
E02003460,394,11673
E02003461,160,7475
E02003462,176,8106
E02003463,564,6813
E02003464,872,7065
E02003465,344,6070
E02003466,466,7791
E02003467,977,6586
E02003468,406,8627
E02003469,352,5728
E02003470,876,6196
E02003471,700,6630
E02003472,1960,10203
E02003473,234,5607
E02003474,1127,9020
E02003476,2045,8780
E02003478,410,6838
E02003479,1100,7683
E02003480,630,8152
E02003481,1629,8373
E02003482,478,8746
E02003483,1050,11216
E02003484,623,7153
E02003485,819,8266
E02003486,961,10187
E02003487,536,7388
E02003488,595,8467
E02003489,506,7638
E02003490,1763,11201
E02003491,80,7791
E02003492,495,10113
E02003493,103,8062
E02003494,58,6637
E02003495,78,7157
E02003496,184,7751
E02003497,58,7584
E02003498,342,8549
E02003499,211,7850
E02003500,95,8071
E02003501,112,8381
E02003502,129,7780
E02003503,109,9080
E02003504,115,8558
E02003505,178,8963
E02003506,108,7162
E02003507,122,9772
E02003508,170,8702
E02003509,209,8889
E02003510,118,8652
E02003511,112,8647
E02003512,186,8957
E02003513,112,6491
E02003514,137,8466
E02003515,270,9092
E02003516,122,8179
E02003517,247,10743
E02003518,125,7576
E02003519,153,8237
E02003520,309,9169
E02003521,173,8077
E02003522,369,7803
E02003523,71,10157
E02003524,125,8117
E02003525,173,6444
E02003526,43,6833
E02003527,135,6379
E02003529,65,8329
E02003530,356,7870
E02003531,94,7720
E02003532,237,7872
E02003533,130,5785
E02003534,202,8894
E02003535,236,9662
E02003536,471,8007
E02003537,167,10264
E02003538,443,10357
E02003540,268,9434
E02003541,740,10936
E02003542,251,8830
E02003543,420,8786
E02003544,117,6316
E02003545,233,6743
E02003546,220,7931
E02003547,290,8091
E02003548,146,6165
E02003549,198,8494
E02003550,130,7887
E02003551,224,6491
E02003552,167,6136
E02003553,265,7278
E02003554,188,6067
E02003555,258,8703
E02003556,86,5751
E02003557,151,6796
E02003558,255,7247
E02003559,142,7835
E02003560,147,7465
E02003561,260,7923
E02003562,194,8318
E02003563,214,8016
E02003564,222,8086
E02003565,289,6756
E02003566,118,6402
E02003567,173,8063
E02003568,270,8267
E02003569,323,7815
E02003570,1004,11609
E02003571,397,8966
E02003572,64,6181
E02003573,112,7874
E02003574,82,7661
E02003575,113,6535
E02003576,125,8125
E02003578,44,6342
E02003579,185,9582
E02003580,127,6204
E02003581,34,7804
E02003582,25,8582
E02003583,26,7706
E02003584,26,6126
E02003585,16,6599
E02003586,22,7691
E02003587,24,8575
E02003588,130,9268
E02003589,19,7411
E02003590,5,7325
E02003591,32,9416
E02003592,26,9693
E02003593,4,5257
E02003594,23,9300
E02003595,10,8022
E02003596,29,8712
E02003597,6,5700
E02003598,18,7274
E02003599,84,5754
E02003600,77,6427
E02003601,74,8153
E02003602,65,6564
E02003603,216,11314
E02003604,237,11228
E02003605,272,10293
E02003606,143,9326
E02003607,243,11208
E02003608,159,12186
E02003609,170,11849
E02003610,82,8972
E02003611,155,9889
E02003612,194,12420
E02003613,42,5717
E02003614,107,8141
E02003615,94,10505
E02003616,49,5666
E02003617,82,9036
E02003618,183,8757
E02003619,374,11854
E02003620,354,8164
E02003621,308,8065
E02003622,799,9209
E02003623,596,12833
E02003624,279,5934
E02003625,697,8877
E02003626,285,5607
E02003627,696,10645
E02003628,620,9777
E02003629,888,10682
E02003630,948,11371
E02003631,337,5507
E02003632,300,6207
E02003633,780,10561
E02003635,405,10342
E02003636,249,7284
E02003637,141,10696
E02003638,88,7688
E02003639,177,9586
E02003640,55,6045
E02003641,45,5358
E02003642,915,9602
E02003643,296,13726
E02003644,551,10056
E02003645,320,6985
E02003646,570,10663
E02003647,459,10508
E02003648,303,5522
E02003649,248,6608
E02003650,54,6997
E02003651,135,6989
E02003652,289,10552
E02003653,191,6749
E02003654,45,5786
E02003655,92,10363
E02003656,50,6638
E02003657,126,7468
E02003658,219,10011
E02003659,306,9787
E02003660,61,10802
E02003661,89,5893
E02003662,258,6212
E02003663,955,14107
E02003664,472,8119
E02003665,297,6183
E02003666,427,7598
E02003667,366,9394
E02003668,144,8770
E02003669,360,7415
E02003670,370,9164
E02003671,309,5964
E02003672,196,12459
E02003673,107,9446
E02003674,19,5558
E02003675,97,9649
E02003676,35,8145
E02003677,171,10409
E02003678,74,5820
E02003679,90,6867
E02003680,36,9825
E02003681,63,10566
E02003682,79,7573
E02003683,89,7165
E02003685,54,8009
E02003686,66,7559
E02003687,34,5818
E02003688,140,12232
E02003689,104,9258
E02003690,184,7481
E02003691,105,7292
E02003692,174,8888
E02003693,104,7219
E02003694,238,8443
E02003695,229,10806
E02003696,87,8551
E02003697,52,6308
E02003698,64,8269
E02003699,64,5853
E02003701,619,12300
E02003702,89,8191
E02003703,425,8966
E02003704,44,5815
E02003705,468,7109
E02003706,401,6769
E02003707,436,6746
E02003708,653,9774
E02003709,593,5761
E02003710,866,12920
E02003711,477,9745
E02003712,401,8137
E02003713,63,5903
E02003714,158,6748
E02003715,37,6569
E02003716,50,5930
E02003717,79,9111
E02003718,62,5663
E02003719,344,10313
E02003720,219,9722
E02003721,322,9718
E02003722,101,8483
E02003723,297,12984
E02003724,326,10342
E02003725,357,16249
E02003726,149,8229
E02003727,193,10189
E02003728,216,10819
E02003729,178,9341
E02003731,323,11929
E02003732,85,9906
E02003733,52,8470
E02003734,144,11960
E02003735,86,8615
E02003736,40,10278
E02003737,149,13242
E02003738,15,6402
E02003739,21,6407
E02003740,42,6276
E02003742,26,6808
E02003743,122,11075
E02003744,93,13719
E02003745,37,10359
E02003746,182,7815
E02003747,138,12682
E02003748,39,7662
E02003749,35,6126
E02003750,43,7487
E02003751,12,7543
E02003752,84,11188
E02003753,139,11199
E02003754,36,5662
E02003755,87,8594
E02003756,64,7084
E02003757,77,6951
E02003758,69,9678
E02003759,22,5896
E02003760,372,9055
E02003761,126,5973
E02003762,257,11544
E02003763,129,9599
E02003764,386,10401
E02003765,76,7221
E02003766,170,7893
E02003767,29,6375
E02003768,67,10039
E02003769,121,7465
E02003770,145,10939
E02003771,76,6282
E02003772,44,6715
E02003773,128,10543
E02003774,31,5727
E02003775,50,7239
E02003776,52,6782
E02003777,172,9938
E02003778,100,6527
E02003780,210,11427
E02003781,77,6089
E02003784,79,8888
E02003785,153,8951
E02003786,57,6529
E02003787,31,7658
E02003788,110,8121
E02003789,106,7268
E02003790,40,9306
E02003791,68,8270
E02003792,64,9873
E02003793,45,7240
E02003794,69,8660
E02003795,71,6359
E02003796,39,7312
E02003797,104,10000
E02003798,41,6246
E02003799,49,7341
E02003800,18,7125
E02003801,23,7118
E02003802,165,8567
E02003803,301,10239
E02003804,42,6917
E02003805,16,6344
E02003806,57,8301
E02003807,84,8817
E02003808,99,6516
E02003809,99,8189
E02003810,20,9774
E02003811,29,7607
E02003812,16,6670
E02003813,19,6048
E02003814,22,8374
E02003815,22,7588
E02003816,35,7519
E02003817,26,7680
E02003818,12,5697
E02003819,14,6565
E02003820,38,9770
E02003821,24,5590
E02003822,40,11540
E02003823,24,6878
E02003824,20,6506
E02003825,50,6333
E02003826,102,8852
E02003827,100,9495
E02003828,82,6559
E02003829,113,5566
E02003830,103,7981
E02003831,48,10148
E02003832,149,6589
E02003833,33,6357
E02003834,79,7066
E02003835,37,8312
E02003836,25,6965
E02003838,34,8224
E02003839,12,7085
E02003840,15,10840
E02003841,27,7913
E02003842,13,5625
E02003843,13,6432
E02003844,9,6636
E02003845,140,11018
E02003846,15,6868
E02003847,28,9809
E02003848,7,5299
E02003849,72,8558
E02003850,9,5090
E02003851,10,5795
E02003852,8,6477
E02003853,22,6146
E02003854,15,6437
E02003855,18,6429
E02003856,113,11450
E02003857,81,6781
E02003858,47,6865
E02003859,55,12545
E02003860,18,7287
E02003861,41,6425
E02003862,14,5264
E02003863,27,6829
E02003864,47,8578
E02003865,28,7940
E02003866,36,6251
E02003867,90,7666
E02003868,55,8420
E02003869,81,7324
E02003870,121,10422
E02003871,65,6866
E02003872,30,10190
E02003873,23,6205
E02003874,29,9183
E02003875,9,6448
E02003876,28,5701
E02003877,7,9597
E02003878,43,9263
E02003879,34,9159
E02003880,26,6581
E02003881,36,5846
E02003882,34,9478
E02003883,38,11197
E02003884,22,8931
E02003885,22,6452
E02003886,33,6558
E02003887,17,6931
E02003888,18,6484
E02003889,33,6515
E02003890,25,7055
E02003891,5,6434
E02003892,10,6647
E02003893,5,6603
E02003894,6,8266
E02003895,7,9519
E02003896,8,5941
E02003897,2,5387
E02003898,17,6725
E02003899,5,5284
E02003900,10,7093
E02003901,7,8286
E02003902,7,5283
E02003903,4,6190
E02003904,7,5006
E02003905,9,7157
E02003906,11,6401
E02003907,14,8469
E02003908,14,8458
E02003909,84,10741
E02003910,63,6966
E02003911,11,9117
E02003912,9,8175
E02003913,5,5935
E02003914,34,8474
E02003915,70,8280
E02003916,32,7064
E02003917,24,8348
E02003918,9,7217
E02003919,18,7372
E02003920,11,8260
E02003921,8,6284
E02003922,17,9033
E02003923,15,9524
E02003924,10,7365
E02003925,9,7273
E02003926,5,8333
E02003927,35,10742
E02003928,41,12172
E02003929,15,6903
E02003930,31,8905
E02003931,10,10596
E02003932,8,7505
E02003933,9,7005
E02003934,4,7198
E02003935,14,10251
E02003936,11,8328
E02003937,6,5274
E02003938,6,6776
E02003939,9,6809
E02003940,4,6375
E02003941,12,8921
E02003942,11,7985
E02003943,14,6881
E02003944,14,10302
E02003945,7,5900
E02003946,15,9474
E02003947,3,6532
E02003948,23,8362
E02003949,8,6559
E02003950,5,5396
E02003951,7,5812
E02003952,16,9731
E02003953,23,10827
E02003954,14,7632
E02003955,17,10080
E02003956,6,7742
E02003957,7,11099
E02003958,12,8203
E02003959,7,6932
E02003960,7,5686
E02003961,13,9602
E02003962,15,7260
E02003963,16,10041
E02003964,7,8014
E02003965,4,10979
E02003966,6,7000
E02003967,9,8110
E02003968,12,8824
E02003969,7,6548
E02003970,12,8195
E02003971,16,7729
E02003972,1,8970
E02003973,3,8611
E02003974,1,7668
E02003975,6,7234
E02003976,7,6277
E02003977,15,6181
E02003978,4,5729
E02003979,40,7769
E02003980,9,6754
E02003981,25,6472
E02003982,42,8101
E02003983,32,7260
E02003984,38,6412
E02003985,9,6681
E02003986,36,6046
E02003987,11,6008
E02003988,5,6489
E02003989,9,7491
E02003990,69,11000
E02003991,3,7559
E02003992,59,8023
E02003993,7,8801
E02003994,42,7213
E02003995,18,10157
E02003996,22,9341
E02003997,27,9522
E02003998,33,6546
E02003999,31,11875
E02004000,8,5191
E02004001,31,5188
E02004002,46,9513
E02004003,17,11577
E02004004,33,9826
E02004005,10,7663
E02004006,24,8372
E02004007,17,9752
E02004008,5,6437
E02004009,6,6252
E02004010,35,7729
E02004011,12,10879
E02004012,5,5499
E02004013,16,10218
E02004014,5,7721
E02004015,35,6128
E02004016,33,8021
E02004017,28,8880
E02004018,27,8321
E02004019,5,7648
E02004020,17,8934
E02004021,4,5268
E02004022,5,5552
E02004023,21,6329
E02004024,9,7433
E02004025,17,7971
E02004026,9,8102
E02004027,30,7945
E02004028,10,7916
E02004029,26,7350
E02004030,16,6034
E02004031,34,7471
E02004032,13,8443
E02004033,33,8927
E02004034,9,6825
E02004035,8,6414
E02004036,24,10309
E02004037,16,7875
E02004038,47,7525
E02004039,25,7743
E02004040,14,9483
E02004041,18,7364
E02004043,18,7326
E02004044,47,9120
E02004045,32,9753
E02004046,16,6188
E02004047,36,6167
E02004048,34,7046
E02004049,30,7900
E02004050,74,7804
E02004051,64,9679
E02004052,28,8749
E02004053,52,7846
E02004054,58,9154
E02004055,36,6914
E02004056,66,8045
E02004057,47,7763
E02004058,72,8005
E02004059,44,7206
E02004060,25,7513
E02004061,78,7389
E02004062,52,7589
E02004063,51,7741
E02004064,169,9583
E02004065,46,8107
E02004066,83,11421
E02004067,70,6299
E02004068,17,7260
E02004069,16,6314
E02004072,15,9391
E02004073,10,8803
E02004074,9,5795
E02004075,6,7130
E02004076,18,7528
E02004077,66,8263
E02004078,51,7029
E02004080,46,9739
E02004081,24,5809
E02004082,12,6072
E02004083,48,8240
E02004084,28,5972
E02004085,73,8903
E02004086,51,7168
E02004087,105,7764
E02004088,87,7618
E02004089,112,6851
E02004090,19,5946
E02004091,113,9309
E02004092,50,9384
E02004093,15,6365
E02004094,14,7032
E02004095,33,10152
E02004096,28,9790
E02004097,15,7476
E02004098,21,7346
E02004100,29,8159
E02004102,37,7606
E02004103,8,6870
E02004104,8,7242
E02004105,31,9259
E02004106,19,6761
E02004108,25,7558
E02004109,8,6790
E02004110,37,7378
E02004111,27,5548
E02004112,11,6271
E02004113,25,10220
E02004114,33,8469
E02004115,27,8811
E02004116,20,8547
E02004117,24,8082
E02004118,64,7714
E02004119,81,11894
E02004120,327,10937
E02004121,151,9288
E02004122,40,6916
E02004123,13,6769
E02004124,20,7559
E02004125,39,8682
E02004126,38,7450
E02004128,28,11473
E02004129,15,6084
E02004130,21,6174
E02004131,6,5491
E02004132,20,8895
E02004133,12,9815
E02004135,9,8359
E02004136,11,9496
E02004137,8,5326
E02004138,23,7687
E02004139,12,7005
E02004140,12,5274
E02004141,5,6260
E02004142,48,6390
E02004143,8,6344
E02004144,9,6865
E02004145,11,6108
E02004146,11,7538
E02004147,19,6976
E02004148,14,7774
E02004149,113,11062
E02004150,88,7095
E02004151,62,10075
E02004152,121,9731
E02004153,47,7489
E02004154,101,8295
E02004155,45,7457
E02004156,228,11620
E02004157,55,6343
E02004158,45,8063
E02004159,80,12770
E02004160,24,7212
E02004161,65,8296
E02004162,36,6942
E02004163,28,8253
E02004164,7,6807
E02004165,5,8877
E02004166,3,6780
E02004167,10,7165
E02004168,6,6252
E02004169,11,7583
E02004170,14,8807
E02004171,11,8520
E02004172,9,6498
E02004173,9,7492
E02004174,16,8076
E02004175,11,5145
E02004176,12,5564
E02004177,4,5892
E02004178,9,5258
E02004179,76,9206
E02004180,18,6515
E02004181,43,5727
E02004182,15,6270
E02004183,37,5841
E02004184,28,8562
E02004185,17,6696
E02004186,10,10158
E02004187,34,10753
E02004188,10,7016
E02004189,5,6134
E02004190,12,8710
E02004191,23,9032
E02004192,7,7706
E02004193,13,11905
E02004194,12,7382
E02004195,24,5259
E02004196,7,8102
E02004197,15,7235
E02004198,13,6289
E02004199,11,5764
E02004200,5,5122
E02004201,9,5487
E02004202,10,8697
E02004203,4,5747
E02004204,18,9824
E02004205,4,8592
E02004206,8,6672
E02004207,13,6720
E02004208,16,8332
E02004209,5,9234
E02004210,6,6604
E02004211,10,6598
E02004212,12,6172
E02004213,55,9157
E02004214,10,6082
E02004215,6,5826
E02004216,5,5558
E02004217,10,7791
E02004218,9,6126
E02004219,6,5587
E02004220,6,5979
E02004221,11,6371
E02004222,8,5736
E02004223,19,13021
E02004224,5,6445
E02004225,6,5800
E02004226,3,7306
E02004227,8,10184
E02004228,10,7271
E02004229,23,9953
E02004230,19,7714
E02004231,31,7087
E02004232,7,6904
E02004233,22,12672
E02004234,7,6223
E02004235,15,6542
E02004236,7,6225
E02004237,20,8142
E02004238,31,7483
E02004239,13,6242
E02004240,17,6109
E02004241,17,9473
E02004242,18,6472
E02004243,2,6448
E02004244,13,7688
E02004245,16,7488
E02004246,27,7903
E02004247,6,6080
E02004248,16,7403
E02004249,12,6028
E02004250,37,7793
E02004251,6,6326
E02004252,26,7987
E02004253,15,9801
E02004254,8,10372
E02004255,13,7315
E02004256,43,9186
E02004257,20,9157
E02004258,13,10438
E02004259,48,7152
E02004260,55,9024
E02004261,21,10361
E02004262,25,7891
E02004263,4,5833
E02004264,15,8650
E02004265,10,8499
E02004266,81,8329
E02004267,7,5056
E02004268,22,9420
E02004269,33,10359
E02004270,11,7797
E02004271,16,10042
E02004272,15,12207
E02004273,15,7172
E02004274,9,6417
E02004275,13,7664
E02004276,4,5552
E02004278,49,8815
E02004279,7,8020
E02004280,13,8375
E02004281,9,7665
E02004282,12,8850
E02004283,9,9065
E02004284,54,9522
E02004285,14,7706
E02004286,6,5030
E02004287,5,5571
E02004288,114,6195
E02004289,9,7360
E02004290,11,5720
E02004291,20,7119
E02004292,21,7959
E02004293,24,9612
E02004294,9,7898
E02004295,8,7276
E02004296,51,8425
E02004297,13,7939
E02004298,7,9957
E02004299,19,8189
E02004300,19,7681
E02004301,10,9599
E02004302,21,7827
E02004303,13,11016
E02004304,4,9009
E02004305,18,10187
